sessionId,sensor,repIndex,startT,endT,duration,peakVelocity,meanVelocity,medianVelocity,sampleCount,truncated
2,left,1,354.34507692307693,354.6342307692308,0.28915384615385165,0.5054906153839807,0.2522600750713043,0.25172351269264626,30,false
2,right,1,217.81107692307694,219.08830769230767,1.2772307692307265,2.013630090990981,1.0076224559852154,0.9982378745288382,131,false
2,left,2,355.19884615384615,356.4870769230769,1.288230769230779,2.331917637560615,1.2066192600219046,1.226405257946598,131,false
2,right,2,219.66923076923078,220.56307692307692,0.8938461538461411,2.056210673057686,1.3129442509316545,1.4969984479602405,92,false
2,left,3,356.8223076923077,357.95461538461535,1.132307692307677,2.2627904184178798,1.2951041235107088,1.4595235197328333,115,false
2,right,3,221.17284615384617,222.04746153846153,0.8746153846153675,1.8001626334425043,1.1755803938885616,1.3525291782673552,90,false
2,left,4,358.20223076923077,360.69869230769234,2.496461538461574,2.7225698917103935,1.3878334858445345,1.3132789814045351,253,true
2,right,4,222.7266153846154,223.79769230769233,1.0710769230769301,1.764326494830946,1.0658759636013675,1.248965064473626,110,false
2,left,5,360.72,361.5610769230769,0.8410769230768551,2.623689073219747,1.2609639128185746,0.8620209866302853,86,false
2,left,6,361.63046153846153,363.5440769230769,1.9136153846153547,1.7826707434294655,0.9802189392329937,0.9743989104629491,194,false
2,right,5,224.31984615384616,226.256,1.936153846153843,1.8196639866447026,0.959108269462989,0.8672216337636283,198,false
2,right,6,227.41469230769232,228.10346153846154,0.6887692307692248,1.3741017754978246,0.9351541604475189,1.0728008067205923,71,false
2,left,7,364.6723076923077,365.45569230769235,0.783384615384648,1.5842191997447046,1.053534129669899,1.2022632238017814,80,false
2,right,7,228.94923076923078,229.67546153846155,0.7262307692307672,1.2989808886216492,0.878129601955316,0.9954477461715127,75,false
2,left,8,366.15046153846157,367.0416923076923,0.8912307692307309,1.7886580975248305,1.1474468403109868,1.3035230717332198,91,false
2,right,8,230.64930769230767,231.48446153846155,0.8351538461538723,1.3550221043318658,0.9037890871678049,1.0084208922264675,86,false
2,left,9,367.619,369.68961538461537,2.070615384615337,2.0268553330791534,0.8218762275940015,0.5117862109273306,210,false
2,right,9,232.67407692307694,233.53907692307695,0.8650000000000091,1.3019512146130927,0.8453456910526882,0.9343740009047551,89,false
2,left,10,369.759,371.2436923076923,1.4846923076922849,1.936849851753544,0.9833572619815234,0.9847904138440138,151,false
2,right,10,234.62946153846156,235.20930769230768,0.5798461538461197,1.134223622988054,0.8993555030452962,1.0610047519160792,60,false
2,left,11,371.4720769230769,373.12746153846155,1.655384615384662,1.9052035126245888,1.1652807134174883,1.1749491947280424,168,false
2,right,11,238.11930769230767,238.9266153846154,0.8073076923077167,1.1670385283784455,0.7924081907169153,0.8857052674716663,83,false
2,left,12,375.36669230769235,376.3176923076923,0.950999999999965,1.4549948349079629,0.9326939863754392,1.0482757902754432,97,false
2,right,12,239.74246153846155,240.52846153846156,0.7860000000000014,1.295757938844576,0.9006908099144358,1.0161369370757711,81,false
2,left,13,376.96230769230766,378.01461538461535,1.0523076923076928,1.7974101196318322,1.124735953397718,1.2904978155806794,107,false
2,right,13,241.37423076923076,242.11969230769233,0.7454615384615693,1.4399305259782276,0.9889213791769695,1.1324736823190318,77,false
2,left,14,378.5483076923077,379.56869230769234,1.0203846153846712,1.8875326956105036,1.1725134100531571,1.3671320333882484,104,false
2,right,14,242.87784615384615,243.68307692307692,0.805230769230775,1.348725734885444,0.9689712838918925,1.1174954587724493,83,false
2,left,15,379.908,381.24330769230767,1.3353076923076515,2.156383694337348,1.1906879262049423,1.3103568069216136,136,false
2,right,15,244.422,245.22723076923077,0.805230769230775,1.4431533089928539,0.9812873224289369,1.1275921353326224,83,false
2,left,16,381.34561538461537,383.8420769230769,2.496461538461517,2.556774368239899,1.337095597659943,1.358343804275348,253,true
2,right,16,245.95446153846154,246.90807692307695,0.9536153846154036,1.617351786371564,0.9855965078319391,1.072003313761765,98,false
2,left,17,383.86130769230766,386.2286923076923,2.367384615384651,2.725918685610759,1.5137204508560427,1.6152786467934188,240,false
2,right,17,247.646,248.97130769230768,1.325307692307689,1.5365708472657027,0.7757378050818878,0.5724058516269492,136,false
2,left,18,387.39946153846154,388.2522307692308,0.8527692307692405,1.2125885598036936,0.8552669604772316,1.0017553937310295,87,false
2,right,18,250.14169230769232,250.9586153846154,0.8169230769230751,1.2543846070428049,0.876907657715803,0.9972435810939708,84,false
2,right,19,251.8716923076923,252.70684615384616,0.8351538461538439,1.2828888819399034,0.8699228738241342,0.981634306367378,86,false
2,left,19,389.03561538461537,390.0453076923077,1.009692307692319,1.5435758057909603,1.0181493470016199,1.2207627571080548,103,false
2,left,20,390.691,392.0678461538461,1.3768461538461452,1.893809389629487,1.2753291355982104,1.282263891779985,140,false
2,right,20,253.49384615384616,254.7903076923077,1.2964615384615286,1.4119044695038323,0.7923281204230727,0.8558065648067618,133,false
2,left,21,397.28161538461535,397.78646153846154,0.5048461538461879,0.8434802800954195,0.7861864109485597,0.785955197958161,52,false
2,right,21,260.0016153846154,260.5110769230769,0.5094615384615508,0.5550919547904192,0.4708773595637301,0.4559552661904302,53,false
