sessionId,sensor,t,recvAt,x,y,z
4,right,1886.428,1788778261775,-1.3496001958847046,9.485487937927246,-1.3783150911331177
4,right,1886.4376153846156,1788778261775,-1.3807079792022705,9.499845504760742,-1.4070299863815308
4,right,1886.4472307692308,1788778261775,-1.3735291957855225,9.485487937927246,-1.4142086505889893
4,right,1886.4568461538463,1788778261775,-1.366350531578064,9.416092872619629,-1.4357448816299438
4,right,1886.4664615384615,1788778261775,-1.3376356363296509,9.320377349853516,-1.3711363077163696
4,right,1886.476076923077,1788778261775,-1.2945632934570312,9.203125,-1.3543859720230103
4,right,1886.4856923076925,1788778261775,-1.2873845100402832,9.169623374938965,-1.3711363077163696
4,right,1886.4953076923077,1788778261775,-1.2658483982086182,9.191160202026367,-1.3735291957855225
4,left,1626.4,1788778261808,5.384043216705322,8.001884460449219,-0.3350071310997009
4,left,1626.4096153846156,1788778261808,5.520439147949219,8.131101608276367,-0.284756064414978
4,left,1626.4192307692308,1788778261808,5.642477512359619,8.243568420410156,-0.24407662451267242
4,left,1626.4288461538463,1788778261808,5.740586280822754,8.384750366210938,-0.2943277060985565
4,left,1626.4384615384615,1788778261808,5.630512714385986,8.305784225463867,-0.31825676560401917
4,left,1626.448076923077,1788778261808,5.537189483642578,8.21963882446289,-0.32782840728759766
4,left,1626.4576923076925,1788778261808,5.4486517906188965,8.145459175109863,-0.32543548941612244
4,left,1626.4673076923077,1788778261808,5.35532808303833,8.032992362976074,-0.27997025847435
4,left,1626.479,1788778261838,5.415151119232178,8.076065063476562,-0.3445787727832794
4,left,1626.4886153846155,1788778261838,5.544368267059326,8.145459175109863,-0.284756064414978
4,left,1626.4982307692308,1788778261838,5.685549736022949,8.231603622436523,-0.3326142132282257
4,left,1626.5078461538462,1788778261838,5.769301414489746,8.286641120910645,-0.3445787727832794
4,left,1626.5174615384615,1788778261838,5.7573370933532715,8.368000030517578,-0.37568655610084534
4,left,1626.527076923077,1788778261838,5.637691497802734,8.262711524963379,-0.4044014811515808
4,left,1626.5366923076924,1788778261838,5.453437328338623,8.152637481689453,-0.4115802049636841
4,left,1626.5463076923077,1788778261838,5.326613426208496,7.987527370452881,-0.4139730930328369
4,right,1886.504,1788778261850,-1.2132043838500977,9.157659530639648,-1.3735291957855225
4,right,1886.5136153846154,1788778261850,-1.2179901599884033,9.188767433166504,-1.3208853006362915
4,right,1886.5232307692306,1788778261850,-1.177310824394226,9.181588172912598,-1.2873845100402832
4,right,1886.532846153846,1788778261850,-1.170132040977478,9.207910537719727,-1.3017419576644897
4,right,1886.5424615384613,1788778261850,-1.0959519147872925,9.224660873413086,-1.2873845100402832
4,right,1886.5520769230768,1788778261850,-1.0480937957763672,9.303627014160156,-1.3017419576644897
4,right,1886.5616923076923,1788778261850,-1.021771788597107,9.315590858459473,-1.246705174446106
4,right,1886.5713076923075,1788778261850,-0.9475916028022766,9.389771461486816,-1.2251689434051514
4,left,1626.559,1788778261913,5.302684307098389,7.973169803619385,-0.44986671209335327
4,left,1626.5686153846154,1788778261913,5.336184978485107,7.922918796539307,-0.3517574965953827
4,left,1626.5782307692307,1788778261913,5.472580909729004,7.937276363372803,-0.3924369215965271
4,left,1626.5878461538462,1788778261913,5.618548393249512,8.023421287536621,-0.3948298394680023
4,left,1626.5974615384614,1788778261913,5.7238359451293945,8.059314727783203,-0.37807947397232056
4,left,1626.6070769230769,1788778261913,5.742979526519775,8.088028907775879,-0.35654330253601074
4,left,1626.6166923076923,1788778261913,5.704692840576172,7.9779558181762695,-0.37568655610084534
4,left,1626.6263076923076,1788778261913,5.656834602355957,7.855917453765869,-0.382865309715271
4,right,1886.579,1788778261927,-1.0145930051803589,9.428057670593262,-1.229954719543457
4,right,1886.5886153846154,1788778261927,-0.9451987147331238,9.47830867767334,-1.1868823766708374
4,right,1886.5982307692307,1788778261927,-0.9619490504264832,9.518988609313965,-1.2179901599884033
4,right,1886.6078461538461,1788778261927,-0.9499844908714294,9.533346176147461,-1.1820966005325317
4,right,1886.6174615384614,1788778261927,-0.9404128789901733,9.593168258666992,-1.2060257196426392
4,right,1886.6270769230769,1788778261927,-0.8877689242362976,9.571632385253906,-1.201239824295044
4,right,1886.6366923076923,1788778261927,-0.8853759765625,9.609918594360352,-1.201239824295044
4,right,1886.6463076923076,1788778261927,-0.8877689242362976,9.535738945007324,-1.2108114957809448
4,left,1626.638,1788778261989,5.620941162109375,7.729093074798584,-0.34697166085243225
4,left,1626.6476153846154,1788778261989,5.714264392852783,7.640555381774902,-0.35654330253601074
4,left,1626.6572307692306,1788778261989,5.778872966766357,7.678842067718506,-0.29911351203918457
4,left,1626.666846153846,1788778261989,5.872196674346924,7.736271858215332,-0.34936457872390747
4,left,1626.6764615384614,1788778261989,5.872196674346924,7.712342739105225,-0.41636601090431213
4,left,1626.6860769230768,1788778261989,5.89373254776001,7.674056053161621,-0.4211518168449402
4,left,1626.6956923076923,1788778261989,5.7932305335998535,7.642948627471924,-0.4331163763999939
4,left,1626.7053076923075,1788778261989,5.838695526123047,7.568768501281738,-0.4259376525878906
4,right,1886.654,1788778262000,-0.9284483194351196,9.490273475646973,-1.170132040977478
4,right,1886.6636153846155,1788778262000,-0.9499844908714294,9.492666244506836,-1.1677391529083252
