sessionId,sensor,repIndex,startT,endT,duration,peakVelocity,meanVelocity,medianVelocity,sampleCount,truncated
8,left,1,819.9118461538462,820.5554615384616,0.6436153846153729,0.651272174151928,0.4430470308435023,0.38918762664505224,66,false
8,right,1,721.4833076923078,722.3846923076923,0.9013846153844725,0.48634259537872054,0.24519606077494774,0.22628307972713857,96,false
8,left,2,821.2983076923077,823.1030769230769,1.804769230769125,0.4002817670788716,0.22293942386718799,0.23747904668902076,183,false
8,right,2,728.7520769230769,729.9286153846153,1.1765384615384846,2.143060677033414,1.1944032297265148,1.345888443979507,125,false
8,left,3,827.1673076923078,828.369,1.2016923076922694,2.2110717892774274,1.1370040942698219,1.232218500070759,122,false
8,right,3,730.5173076923078,731.4850769230769,0.9677692307691359,2.1061895571712728,1.2940292664166382,1.4684049318734858,103,false
8,left,4,828.765,829.9336923076922,1.168692307692254,2.119701284783231,1.2020717359508037,1.3745841129702254,119,false
8,left,5,830.2816153846154,831.4396923076922,1.1580769230768055,2.1460292985141964,1.28684710912485,1.5083656240209922,118,false
8,right,4,731.9968461538461,732.9752307692307,0.9783846153845843,1.995707521031215,1.268997782279088,1.4779044658912328,104,false
8,right,5,733.4494615384615,734.4268461538462,0.9773846153847217,1.9727503692734778,1.3153600923100834,1.551707659832516,104,false
8,left,6,831.7566923076922,832.9370769230769,1.1803846153846962,2.2323567086992475,1.3284879718933937,1.5772565574226927,120,false
8,right,6,734.929,736.2478461538462,1.3188461538462661,1.881403799755982,1.22102170175891,1.286316021999459,140,false
8,left,7,833.1846923076922,835.6842307692307,2.4995384615384637,2.208570332742712,1.1837680506824457,1.2309341681206727,253,true
8,right,7,737.131,737.8996153846153,0.7686153846153729,1.334938778004521,0.9116802338534556,1.012862330382705,82,false
8,right,8,738.5922307692307,739.3618461538462,0.769615384615463,1.3109089067515514,0.9371641569634949,1.0881009938095199,82,false
8,left,8,835.7034615384615,838.202,2.4985384615384874,2.4390722771383286,1.3429541292851264,1.523400915033778,253,true
8,right,9,740.0823076923077,740.9452307692308,0.8629230769230389,1.2226400462597604,0.8740960255818032,0.9862525057017519,92,false
8,left,9,838.2212307692307,840.7186923076922,2.4974615384614935,2.3961027246636664,1.4579816034856752,1.5051180036912744,253,true
8,right,10,741.8476153846153,742.7210769230769,0.8734615384615836,1.2632321449112487,0.9187389451495035,1.0443309470100748,93,false
8,left,10,842.4723076923077,842.8683076923078,0.39600000000007185,0.48802055308441517,0.27685564916469396,0.27880219136045264,41,false
8,right,11,743.6224615384615,744.8470769230769,1.2246153846153902,1.5208427131928977,0.7929522461815827,0.9238427062265497,130,false
8,left,11,844.7626923076923,845.9516923076923,1.1889999999999645,0.45420081801672985,0.189750577219124,0.200766250212626,121,false
8,right,12,748.9556923076923,749.809,0.8533076923076806,0.9024975996046415,0.7945501505719025,0.8208874619368965,91,false
