sessionId,sensor,t,recvAt,x,y,z,gx,gy,gz,vVert,phase,repIndex
3,left,2008.992,1789025591907,0.2249333560466766,9.875532150268556,-0.3254354894161224,1.3300000429153442,-1.2599999904632568,0.2800000011920929,undefined,undefined,undefined
3,left,2009.0016153846157,1789025591907,0.2273262739181518,9.870745658874512,-0.3110780417919159,1.3300000429153442,-1.2599999904632568,0.2800000011920929,undefined,undefined,undefined
3,left,2009.011230769231,1789025591907,0.2177546322345733,9.887495994567873,-0.3015064299106598,1.3300000429153442,-1.2599999904632568,0.2800000011920929,undefined,undefined,undefined
3,left,2009.0208461538464,1789025591907,0.2680056989192962,9.909032821655272,-0.2919347882270813,1.3300000429153442,-1.2599999904632568,0.2800000011920929,undefined,undefined,undefined
3,left,2009.0304615384612,1789025591907,0.2584340870380401,9.877924919128418,-0.3182567656040191,1.3300000429153442,-1.2599999904632568,0.2800000011920929,undefined,undefined,undefined
3,left,2009.0400769230769,1789025591907,0.2751844227313995,9.853995323181152,-0.3038993179798126,1.3300000429153442,-1.2599999904632568,0.2800000011920929,undefined,undefined,undefined
3,left,2009.0496923076923,1789025591907,0.2368979007005691,9.887495994567873,-0.2680056989192962,1.3300000429153442,-1.2599999904632568,0.2800000011920929,undefined,undefined,undefined
3,left,2009.059307692308,1789025591907,0.2751844227313995,9.875532150268556,-0.284756064414978,1.3300000429153442,-1.2599999904632568,0.2800000011920929,undefined,undefined,undefined
3,left,2009.072,1789025591983,0.2703986167907715,9.830066680908203,-0.2560411691665649,-0.5600000023841858,-1.399999976158142,0.4900000095367431,undefined,undefined,undefined
3,left,2009.0816153846156,1789025591983,0.308685153722763,9.882710456848145,-0.2464695274829864,-0.5600000023841858,-1.399999976158142,0.4900000095367431,undefined,undefined,undefined
3,left,2009.0912307692304,1789025591983,0.2871489822864532,9.909032821655272,-0.2703986167907715,-0.5600000023841858,-1.399999976158142,0.4900000095367431,undefined,undefined,undefined
3,left,2009.100846153846,1789025591983,0.2943277060985565,9.877924919128418,-0.2560411691665649,-0.5600000023841858,-1.399999976158142,0.4900000095367431,undefined,undefined,undefined
3,left,2009.110461538461,1789025591983,0.308685153722763,9.882710456848145,-0.27997025847435,-0.5600000023841858,-1.399999976158142,0.4900000095367431,undefined,undefined,undefined
3,left,2009.1200769230768,1789025591983,0.3062922358512878,9.863567352294922,-0.2871489822864532,-0.5600000023841858,-1.399999976158142,0.4900000095367431,undefined,undefined,undefined
3,left,2009.1296923076925,1789025591983,0.3110780417919159,9.870745658874512,-0.2321120798587799,-0.5600000023841858,-1.399999976158142,0.4900000095367431,undefined,undefined,undefined
3,left,2009.1393076923075,1789025591983,0.3206496834754944,9.863567352294922,-0.2919347882270813,-0.5600000023841858,-1.399999976158142,0.4900000095367431,undefined,undefined,undefined
3,left,2009.151,1789025592058,0.3158638775348663,9.801351547241213,-0.284756064414978,0.699999988079071,-1.6100000143051147,0.6299999952316284,undefined,undefined,undefined
3,left,2009.1606153846155,1789025592058,0.3350071310997009,9.8085298538208,-0.2727915346622467,0.699999988079071,-1.6100000143051147,0.6299999952316284,undefined,undefined,undefined
3,left,2009.1702307692308,1789025592058,0.3661149442195892,9.806137084960938,-0.2727915346622467,0.699999988079071,-1.6100000143051147,0.6299999952316284,undefined,undefined,undefined
3,left,2009.1798461538465,1789025592058,0.3732936680316925,9.796566009521484,-0.3182567656040191,0.699999988079071,-1.6100000143051147,0.6299999952316284,undefined,undefined,undefined
3,left,2009.1894615384613,1789025592058,0.3374000489711761,9.822887420654297,-0.2775773406028747,0.699999988079071,-1.6100000143051147,0.6299999952316284,undefined,undefined,undefined
3,left,2009.199076923077,1789025592058,0.3493645787239074,9.83485221862793,-0.2919347882270813,0.699999988079071,-1.6100000143051147,0.6299999952316284,undefined,undefined,undefined
3,left,2009.2086923076924,1789025592058,0.3445787727832794,9.82528018951416,-0.3421858549118042,0.699999988079071,-1.6100000143051147,0.6299999952316284,undefined,undefined,undefined
3,left,2009.218307692308,1789025592058,0.3326142132282257,9.858781814575195,-0.3134709596633911,0.699999988079071,-1.6100000143051147,0.6299999952316284,undefined,undefined,undefined
3,left,2009.23,1789025592147,0.3254354894161224,9.853995323181152,-0.3158638775348663,3.5,-1.4700000286102295,0.9100000262260436,undefined,undefined,undefined
