sessionId,sensor,t,recvAt,x,y,z
5,right,2710.532,1788779085880,1.296956181526184,9.451987266540527,-0.12203831225633621
5,right,2710.5416153846154,1788779085880,1.3041349649429321,9.45438003540039,-0.055036887526512146
5,right,2710.551230769231,1788779085880,1.3089207410812378,9.48788070678711,-0.11725249886512756
5,right,2710.5608461538463,1788779085880,1.3400285243988037,9.447200775146484,-0.12682412564754486
5,right,2710.5704615384616,1788779085880,1.2802058458328247,9.47830867767334,-0.11725249886512756
5,right,2710.5800769230773,1788779085880,1.2945632934570312,9.451987266540527,-0.08135887235403061
5,right,2710.5896923076925,1788779085880,1.3113136291503906,9.447200775146484,-0.08135887235403061
5,right,2710.599307692308,1788779085880,1.3041349649429321,9.490273475646973,-0.06460852175951004
5,left,2450.564,1788779085921,0.1603248417377472,9.865960121154785,0.009571632370352745
5,left,2450.573615384615,1788779085921,0.12921704351902008,9.882710456848145,0.04546525329351425
5,left,2450.583230769231,1788779085921,0.13878867030143738,9.873138427734375,-0.0023929080925881863
5,left,2450.592846153846,1788779085921,0.14836029708385468,9.873138427734375,0.02632198855280876
5,left,2450.6024615384613,1788779085921,0.11725249886512756,9.846817016601562,0.03350071236491203
5,left,2450.612076923077,1788779085921,0.10768086463212967,9.868352890014648,0.05264397710561752
5,left,2450.6216923076922,1788779085921,0.09571632742881775,9.846817016601562,0.059822700917720795
5,left,2450.6313076923075,1788779085921,0.1411815732717514,9.870745658874512,0.06939433515071869
5,right,2710.607,1788779085953,1.296956181526184,9.499845504760742,-0.06939433515071869
5,right,2710.616615384615,1788779085953,1.2658483982086182,9.475915908813477,-0.09332341700792313
5,right,2710.626230769231,1788779085953,1.2945632934570312,9.451987266540527,-0.08375178277492523
5,right,2710.635846153846,1788779085953,1.3113136291503906,9.440022468566895,-0.12921704351902008
5,right,2710.6454615384614,1788779085953,1.2802058458328247,9.435236930847168,-0.11485958844423294
5,right,2710.655076923077,1788779085953,1.2778129577636719,9.456772804260254,-0.11246667802333832
5,right,2710.6646923076923,1788779085953,1.2873845100402832,9.47113037109375,-0.09332341700792313
5,right,2710.6743076923076,1788779085953,1.3113136291503906,9.490273475646973,-0.15553902089595795
5,left,2450.643,1788779085996,0.11007377505302429,9.882710456848145,0.011964540928602219
5,left,2450.6526153846153,1788779085996,0.08375178277492523,9.906639099121094,0.040679436177015305
5,left,2450.662230769231,1788779085996,0.12203831225633621,9.89706802368164,0.023929081857204437
5,left,2450.671846153846,1788779085996,0.13639576733112335,9.865960121154785,0.04546525329351425
5,left,2450.6814615384615,1788779085996,0.16750356554985046,9.856388092041016,0.059822700917720795
5,left,2450.691076923077,1788779085996,0.10768086463212967,9.877924919128418,0.0023929080925881863
5,left,2450.7006923076924,1788779085996,0.09571632742881775,9.89706802368164,0.011964540928602219
5,left,2450.7103076923077,1788779085996,0.12921704351902008,9.892282485961914,0.011964540928602219
5,right,2710.682,1788779086029,1.296956181526184,9.480701446533203,-0.1005021408200264
5,right,2710.691615384615,1788779086029,1.2849916219711304,9.492666244506836,-0.08375178277492523
5,right,2710.7012307692307,1788779086029,1.3160994052886963,9.425664901733398,-0.08614469319581985
5,right,2710.710846153846,1788779086029,1.3041349649429321,9.47830867767334,-0.13400284945964813
5,right,2710.720461538461,1788779086029,1.299349069595337,9.47113037109375,-0.13878867030143738
5,right,2710.730076923077,1788779086029,1.3113136291503906,9.46155834197998,-0.11964540183544159
5,right,2710.739692307692,1788779086029,1.3137065172195435,9.47830867767334,-0.11725249886512756
5,right,2710.7493076923074,1788779086029,1.2825987339019775,9.45438003540039,-0.11725249886512756
5,left,2450.723,1788779086071,0.09810923039913177,9.861174583435059,0.011964540928602219
5,left,2450.732615384615,1788779086071,0.11725249886512756,9.875532150268555,0.05742979422211647
5,left,2450.742230769231,1788779086071,0.11007377505302429,9.870745658874512,0.03350071236491203
5,left,2450.751846153846,1788779086071,0.13639576733112335,9.882710456848145,0.023929081857204437
5,left,2450.7614615384614,1788779086071,0.1316099464893341,9.858781814575195,0.047858163714408875
5,left,2450.771076923077,1788779086071,0.12921704351902008,9.870745658874512,0.059822700917720795
5,left,2450.7806923076923,1788779086071,0.12203831225633621,9.8444242477417,0.03828652948141098
5,left,2450.7903076923076,1788779086071,0.13639576733112335,9.870745658874512,0.03110780566930771
5,right,2710.758,1788779086104,1.2706341743469238,9.507023811340332,-0.07657305896282196
