sessionId,sensor,t,recvAt,x,y,z,gx,gy,gz,vVert,phase,repIndex
4,right,2501.994,1789025926454,0.3110780417919159,-9.085871696472168,4.50584602355957,-0.14000000059604645,-3.2899999618530273,0.42000001668930054,undefined,undefined,undefined
4,right,2502.0036153846154,1789025926454,0.2536482512950897,-9.090658187866211,4.4938812255859375,-0.14000000059604645,-3.2899999618530273,0.42000001668930054,undefined,undefined,undefined
4,right,2502.013230769231,1789025926454,0.3015064299106598,-9.047585487365723,4.520203590393066,-0.14000000059604645,-3.2899999618530273,0.42000001668930054,undefined,undefined,undefined
4,right,2502.0228461538463,1789025926454,0.3230426013469696,-9.10740852355957,4.448416233062744,-0.14000000059604645,-3.2899999618530273,0.42000001668930054,undefined,undefined,undefined
4,right,2502.0324615384616,1789025926454,0.2703986167907715,-9.076300621032715,4.460380554199219,-0.14000000059604645,-3.2899999618530273,0.42000001668930054,undefined,undefined,undefined
4,right,2502.0420769230773,1789025926454,0.25604116916656494,-9.071514129638672,4.4795241355896,-0.14000000059604645,-3.2899999618530273,0.42000001668930054,undefined,undefined,undefined
4,right,2502.0516923076925,1789025926454,0.2943277060985565,-9.073907852172852,4.474738121032715,-0.14000000059604645,-3.2899999618530273,0.42000001668930054,undefined,undefined,undefined
4,right,2502.0613076923078,1789025926454,0.25843408703804016,-9.069121360778809,4.510631561279297,-0.14000000059604645,-3.2899999618530273,0.42000001668930054,undefined,undefined,undefined
4,left,2343.549,1789025926463,0.1005021408200264,-6.977719783782959,7.16197395324707,0.07000000029802322,-0.2800000011920929,0.5600000023841858,undefined,undefined,undefined
4,left,2343.558615384615,1789025926463,0.09332341700792313,-6.968148231506348,7.22179651260376,0.07000000029802322,-0.2800000011920929,0.5600000023841858,undefined,undefined,undefined
4,left,2343.568230769231,1789025926463,0.04546525329351425,-7.004042148590088,7.152402400970459,0.07000000029802322,-0.2800000011920929,0.5600000023841858,undefined,undefined,undefined
4,left,2343.577846153846,1789025926463,0.07178724557161331,-6.95379114151001,7.22179651260376,0.07000000029802322,-0.2800000011920929,0.5600000023841858,undefined,undefined,undefined
4,left,2343.5874615384614,1789025926463,0.09332341700792313,-6.9609694480896,7.181117057800293,0.07000000029802322,-0.2800000011920929,0.5600000023841858,undefined,undefined,undefined
