t,acc
39.848307692308026,10.048138
39.85699999999997,9.971911
39.86661538461567,9.951556
39.876230769230915,10.012281
39.88584615384616,10.069765
39.89546153846095,9.90041
39.905076923077104,9.732732
39.91469230769235,9.746733
39.92430769230805,9.647097
39.93299999999999,9.502767
39.94261538461569,9.353912
39.95223076923094,9.254917
39.96184615384618,9.235381
39.97146153846097,9.2288885
39.981076923077126,9.407272
39.99069230769237,9.413848
40.00030769230807,9.238341
40.00999999999976,9.1700115
40.01961538461501,9.079579
40.02923076923071,8.987584
40.03884615384595,8.661559
40.0484615384612,8.575709
40.0580769230769,8.314277
40.067692307691686,8.144236
40.077307692307386,7.8096533
40.085000000000036,7.654875
40.09461538461528,7.3815465
40.10423076923098,7.2180443
40.113846153846225,7.058439
40.12346153846147,6.986831
40.13307692307717,6.899643
40.142692307692414,6.7901583
40.15230769230811,6.6214323
40.16100000000006,6.4905167
40.1706153846153,6.3311105
40.180230769231,6.254186
40.18984615384625,6.048618
40.19946153846149,5.8022547
40.20907692307719,5.5878897
40.218692307692436,5.334851
40.22830769230768,5.2476387
40.23700000000008,5.0493655
40.246615384615325,4.849243
40.256230769231024,4.690842
40.26584615384627,4.530824
40.275461538461514,4.296968
40.28507692307721,4.1056523
40.29469230769291,3.9169488
40.3043076923077,3.7513678
40.3130000000001,3.6239924
40.32261538461535,3.5382328
40.332230769231046,3.4428966
40.34184615384629,3.4020052
40.351461538461535,3.341819
40.361076923077235,3.3313925
40.37069230769248,3.3011904
40.380307692307724,3.313071
40.38799999999992,3.3693664
40.39761538461562,3.4265752
40.407230769230864,3.5751922
40.41684615384611,3.7342246
40.4264615384609,3.8066256
40.43607692307705,4.045513
40.4456923076923,4.239313
40.455307692308,4.4606676
40.46499999999969,4.504306
40.474615384614935,4.643619
40.484230769230635,4.8193893
40.49384615384588,4.992959
40.503461538461124,5.202074
40.513076923076824,5.4178686
40.52269230769207,5.4677386
40.53230769230731,5.6680455
40.54099999999971,5.797509
40.55061538461496,5.9557924
40.56023076923066,6.116658
40.5698461538459,6.3119483
40.57946153846069,6.399476
40.589076923076846,6.560517
40.59869230769209,6.67131
40.608307692307335,6.94885
40.616999999999734,7.040345
40.62661538461498,7.268106
40.63623076923068,7.335573
40.64584615384592,7.5175667
40.65546153846117,7.770034
40.66507692307687,7.9075365
40.67469230769211,8.037909
40.68430769230736,8.14423
40.69200000000001,8.271213
40.70161538461571,8.423798
40.71123076923095,8.576697
40.720846153846196,8.680126
40.730461538460986,8.825523
40.740076923076685,8.890384
40.749692307692385,8.962746
40.759307692308084,8.9610405
40.76800000000003,9.058375
40.77761538461573,9.212247
40.78723076923097,9.2870865
40.79684615384622,9.328499
40.80646153846146,9.42001
40.81607692307716,9.441645
40.82569230769241,9.535077
40.835307692308106,9.634943
40.8449999999998,9.743038
40.854615384615045,9.745863
40.864230769230744,9.855208
40.87384615384599,9.966989
40.88346153846123,9.871586
40.89307692307693,9.802574
40.90269230769218,9.710012
40.91230769230742,9.643876
40.92099999999982,9.572357
40.930615384615066,9.38216
40.940230769230766,9.337681
40.94984615384601,9.36888
40.959461538461255,9.298339
40.969076923076955,9.303173
40.9786923076922,9.298778
40.988307692307444,9.437612
40.996000000000095,9.451815
41.00561538461534,9.437548
41.01523076923104,9.661051
41.02484615384628,9.726575
41.03446153846153,9.820361
41.04407692307723,9.884529
41.05369230769293,9.965848
41.06330769230772,10.017418
41.072000000000116,10.126214
41.08161538461536,10.293348
41.09123076923106,10.580866
41.100846153846305,10.769637
41.11046153846155,10.98194
41.12007692307725,11.283736
41.129692307692494,11.870253
41.13930769230774,12.245108
41.14799999999968,12.674691
41.15761538461493,13.113694
41.16723076923063,13.559721
41.17684615384587,13.799569
41.18646153846112,14.083789
41.19607692307682,14.359711
41.20569230769206,14.684026
41.215307692307306,14.9251375
41.223999999999705,15.001569
41.23361538461495,15.094742
41.24323076923065,15.203599
41.252846153845894,15.18135
41.262461538460684,15.056909
41.27207692307684,14.913763
41.28169230769208,14.678685
41.29130769230733,14.680042
41.29999999999973,14.353768
41.30961538461497,13.920391
41.31923076923067,13.496478
41.328846153845916,13.154226
41.33846153846116,12.785284
41.34807692307686,12.438529
41.357692307692105,11.98814
41.36730769230735,11.632307
41.37599999999975,11.281468
41.385615384614994,11.088766
41.39523076923069,10.974035
41.40484615384594,10.840936
41.41446153846118,10.573038
41.42407692307688,10.482593
41.43369230769213,10.567415
41.44330769230737,10.556269
41.45199999999977,10.47358
41.461615384615016,10.307179
41.471230769230715,10.317282
41.48084615384596,10.080765
41.490461538461204,10.071444
41.500076923076904,10.015985
41.509692307691694,9.898003
41.51930769230739,9.796008
41.52799999999979,9.68237
41.53761538461504,9.5791
41.54723076923074,9.585512
41.55684615384598,9.51025
41.566461538461226,9.379333
41.576076923076926,9.452311
41.58569230769217,9.485178
41.595307692307415,9.483692
41.603000000000065,9.407635
41.61261538461531,9.453101
41.62223076923101,9.441519
41.631846153846254,9.410318
41.6414615384615,9.453113
41.6510769230772,9.369542
41.66069230769244,9.257526
41.67030769230769,9.087976
41.67900000000009,8.947676
41.68861538461533,8.887196
41.69823076923103,8.816941
41.707846153846276,8.682254
41.71746153846152,8.463188
41.72707692307722,8.370613
41.73669230769292,8.375308
41.74630769230771,8.340027
41.75599999999986,8.337849
41.7656153846151,8.306003
41.7752307692308,8.224557
41.78484615384605,7.967442
41.79446153846129,7.7072625
41.80407692307699,7.4495835
41.813692307692236,7.2179527
41.823307692307935,6.942518
41.83100000000013,6.737968
41.840615384615376,6.492644
41.850230769231075,6.2502236
41.85984615384632,6.057733
41.869461538461564,5.9798236
41.879076923077264,6.0122395
41.88869230769251,5.9435954
41.89830769230775,5.759118
41.9069999999997,5.701191
41.91661538461494,5.5711565
41.92623076923064,5.571484
41.93584615384589,5.5682874
41.94546153846113,5.420796
41.95507692307683,5.278556
41.964692307692076,5.2035284
41.97430769230732,5.0819736
41.98299999999972,5.023553
41.992615384614965,5.089357
42.002230769230664,5.086198
42.01184615384591,5.0653296
