,packet,time,type,raw,field1,distanceRaw,distanceCm,angleRaw,angleDegrees,time_seconds,distanceM,velocity
1009,1010,2026-09-15 08:33:34.931000+00:00,0xD5,00 01 00 D5 ED 16 00 19 2C 33,60694,11315,50.6,25,2.5,20.954,0.506,-0.6057523208281239
1010,1011,2026-09-15 08:33:34.952000+00:00,0xD5,00 01 00 D5 ED E4 00 1B 2C 0C,60900,11276,49.07692307692308,27,2.7,20.975,0.4907692307692308,-0.7296656831540655
1011,1012,2026-09-15 08:33:34.974000+00:00,0xD5,00 01 00 D5 EE B1 00 1B 2B E2,61105,11234,47.46153846153846,27,2.7,20.997,0.4746153846153846,-0.7802662453825313
1012,1013,2026-09-15 08:33:34.995000+00:00,0xD5,00 01 00 D5 EF 7E 00 1F 2B B5,61310,11189,45.73076923076923,31,3.1,21.018,0.45730769230769236,-8.148590539899772
1013,1014,2026-09-15 08:33:34.997000+00:00,0xD5,00 01 00 D5 F0 4B 00 22 2B 87,61515,11143,43.96153846153846,34,3.4,21.02,0.4396153846153846,-8.283230179786836
1014,1015,2026-09-15 08:33:35.024000+00:00,0xD5,00 01 00 D5 F1 18 00 24 2B 57,61720,11095,42.11538461538461,36,3.6,21.047,0.42115384615384616,-0.7660349312523174
1015,1016,2026-09-15 08:33:35.047000+00:00,0xD5,00 01 00 D5 F1 E5 00 25 2B 25,61925,11045,40.19230769230769,37,3.7,21.07,0.40192307692307694,-0.9134907054522987
1016,1017,2026-09-15 08:33:35.067000+00:00,0xD5,00 01 00 D5 F2 B2 00 26 2A F2,62130,10994,38.23076923076923,38,3.8,21.09,0.38230769230769235,-0.8491582737313497
1017,1018,2026-09-15 08:33:35.098000+00:00,0xD5,00 01 00 D5 F3 7F 00 28 2A BE,62335,10942,36.23076923076923,40,4.0,21.121,0.36230769230769233,-0.7512218963831749
1018,1019,2026-09-15 08:33:35.122000+00:00,0xD5,00 01 00 D5 F4 4C 00 2C 2A 8A,62540,10890,34.23076923076923,44,4.4,21.145,0.3423076923076923,-0.9163614163613829
1019,1020,2026-09-15 08:33:35.143000+00:00,0xD5,00 01 00 D5 F5 1B 00 2C 2A 54,62747,10836,32.15384615384615,44,4.4,21.166,0.32153846153846155,-0.9946395068346217
1020,1021,2026-09-15 08:33:35.163000+00:00,0xD5,00 01 00 D5 F5 E9 00 2E 2A 20,62953,10784,30.153846153846157,46,4.6,21.186,0.3015384615384616,-9.356643356648902
1021,1022,2026-09-15 08:33:35.165000+00:00,0xD5,00 01 00 D5 F6 B6 00 30 29 EB,63158,10731,28.115384615384617,48,4.8,21.188,0.28115384615384614,-9.497720797726453
1022,1023,2026-09-15 08:33:35.190000+00:00,0xD5,00 01 00 D5 F7 83 00 33 29 B6,63363,10678,26.07692307692308,51,5.1,21.213,0.2607692307692308,-0.9286324786324656
1023,1024,2026-09-15 08:33:35.210000+00:00,0xD5,00 01 00 D5 F8 50 00 33 29 81,63568,10625,24.03846153846154,51,5.1,21.233,0.2403846153846154,-0.9584582084582491
1024,1025,2026-09-15 08:33:35.232000+00:00,0xD5,00 01 00 D5 F9 1D 00 38 29 4E,63773,10574,22.07692307692308,56,5.6,21.255,0.2207692307692308,-0.8415265585478409
1025,1026,2026-09-15 08:33:35.257000+00:00,0xD5,00 01 00 D5 F9 EB 00 3A 29 1B,63979,10523,20.115384615384617,58,5.8,21.28,0.20115384615384616,-0.7498246767477474
1026,1027,2026-09-15 08:33:35.284000+00:00,0xD5,00 01 00 D5 FA B8 00 3B 28 E9,64184,10473,18.192307692307693,59,5.9,21.307,0.18192307692307694,-0.782180782180764
1027,1028,2026-09-15 08:33:35.306000+00:00,0xD5,00 01 00 D5 FB 85 00 3C 28 B9,64389,10425,16.346153846153847,60,6.0,21.329,0.16346153846153846,-0.8213236039322642
1028,1029,2026-09-15 08:33:35.329000+00:00,0xD5,00 01 00 D5 FC 55 00 40 28 89,64597,10377,14.5,64,6.4,21.352,0.145,-8.025752508365933
1029,1030,2026-09-15 08:33:35.331000+00:00,0xD5,00 01 00 D5 FD 22 00 42 28 5C,64802,10332,12.76923076923077,66,6.6,21.354,0.1276923076923077,-8.1002554278464
1030,1031,2026-09-15 08:33:35.358000+00:00,0xD5,00 01 00 D5 FD EF 00 43 28 30,65007,10288,11.076923076923077,67,6.7,21.381,0.11076923076923077,-0.7172110297110019
1031,1032,2026-09-15 08:33:35.379000+00:00,0xD5,00 01 00 D5 FE BC 00 44 28 05,65212,10245,9.423076923076923,68,6.8,21.402,0.09423076923076923,-0.7089504698200311
1032,1033,2026-09-15 08:33:35.404000+00:00,0xD5,00 01 00 D5 FF 89 00 47 27 DD,65417,10205,7.884615384615385,71,7.1,21.427,0.07884615384615384,-0.6171265328874238
1033,1034,2026-09-15 08:33:35.427000+00:00,0xD6,00 01 00 D6 00 56 00 4A 27 B8,86,10168,6.461538461538462,74,7.4,21.45,0.06461538461538462,-0.5449506741549397
1034,1035,2026-09-15 08:33:35.457000+00:00,0xD6,00 01 00 D6 01 23 00 4A 27 95,291,10133,5.115384615384615,74,7.4,21.48,0.05115384615384615,-3.5372960372958993
1035,1036,2026-09-15 08:33:35.460000+00:00,0xD6,00 01 00 D6 01 F0 00 4E 27 77,496,10103,3.9615384615384617,78,7.8,21.483,0.039615384615384615,-3.120879120878974
1036,1037,2026-09-15 08:33:35.467000+00:00,0xD6,00 01 00 D6 02 BD 00 4F 27 5D,701,10077,2.9615384615384617,79,7.9,21.49,0.029615384615384616,-1.2489669882966705
1037,1038,2026-09-15 08:33:35.508000+00:00,0xD6,00 01 00 D6 03 8A 00 4E 27 48,906,10056,2.1538461538461537,78,7.8,21.531,0.021538461538461538,-0.283705276323993
1038,1039,2026-09-15 08:33:35.527000+00:00,0xD6,00 01 00 D6 04 57 00 4E 27 38,1111,10040,1.5384615384615383,78,7.8,21.55,0.015384615384615384,-0.2597840755735306
1039,1040,2026-09-15 08:33:35.547000+00:00,0xD6,00 01 00 D6 05 24 00 50 27 2E,1316,10030,1.1538461538461535,80,8.0,21.57,0.011538461538461536,-0.13461538461538747
1040,1041,2026-09-15 08:33:35.567000+00:00,0xD6,00 01 00 D6 05 F1 00 53 27 2A,1521,10026,1.0,83,8.3,21.59,0.01,-0.04114490161001888
1041,1042,2026-09-15 08:33:35.590000+00:00,0xD6,00 01 00 D6 06 BE 00 54 27 2A,1726,10026,1.0,84,8.4,21.613,0.01,0.051602564102557036
1042,1043,2026-09-15 08:33:35.615000+00:00,0xD6,00 01 00 D6 07 8B 00 58 27 31,1931,10033,1.2692307692307692,88,8.8,21.638,0.012692307692307692,2.5008547008561974
1043,1044,2026-09-15 08:33:35.617000+00:00,0xD6,00 01 00 D6 08 58 00 69 27 3F,2136,10047,1.807692307692308,105,10.5,21.64,0.01807692307692308,2.5473699095037454
1044,1045,2026-09-15 08:33:35.649000+00:00,0xD6,00 01 00 D6 09 25 00 68 27 52,2341,10066,2.5384615384615383,104,10.4,21.672,0.025384615384615384,0.36002218934911934
1045,1046,2026-09-15 08:33:35.669000+00:00,0xD6,00 01 00 D6 09 F2 00 68 27 69,2546,10089,3.423076923076923,104,10.4,21.692,0.03423076923076923,0.4647852147852366
1046,1047,2026-09-15 08:33:35.691000+00:00,0xD6,00 01 00 D6 0A BF 00 67 27 85,2751,10117,4.5,103,10.3,21.714,0.045,0.5201774969216875
1047,1048,2026-09-15 08:33:35.712000+00:00,0xD6,00 01 00 D6 0B 8D 00 66 27 A3,2957,10147,5.653846153846154,102,10.2,21.735,0.056538461538461544,0.56286736519291
1048,1049,2026-09-15 08:33:35.734000+00:00,0xD6,00 01 00 D6 0C 5A 00 64 27 C4,3162,10180,6.923076923076923,100,10.0,21.757,0.06923076923076923,0.57692307692308
1049,1050,2026-09-15 08:33:35.758000+00:00,0xD6,00 01 00 D6 0D 27 00 63 27 E8,3367,10216,8.307692307692308,99,9.9,21.781,0.08307692307692309,0.6616608605592482
1050,1051,2026-09-15 08:33:35.777000+00:00,0xD6,00 01 00 D6 0D F4 00 60 28 0C,3572,10252,9.692307692307692,96,9.6,21.8,0.09692307692307692,6.507133217663473
1051,1052,2026-09-15 08:33:35.779000+00:00,0xD6,00 01 00 D6 0E C1 00 5D 28 31,3777,10289,11.115384615384617,93,9.3,21.802,0.11115384615384617,6.743966817500158
1052,1053,2026-09-15 08:33:35.813000+00:00,0xD6,00 01 00 D6 0F 8F 00 5B 28 57,3983,10327,12.576923076923077,91,9.1,21.836,0.12576923076923077,7.107214680734955
1053,1054,2026-09-15 08:33:35.815000+00:00,0xD6,00 01 00 D6 10 5C 00 5A 28 7E,4188,10366,14.076923076923077,90,9.0,21.838,0.14076923076923076,7.004437869813407
1054,1055,2026-09-15 08:33:35.841000+00:00,0xD6,00 01 00 D6 11 29 00 59 28 A4,4393,10404,15.538461538461538,89,8.9,21.864,0.15538461538461537,0.6364308768155222
1055,1056,2026-09-15 08:33:35.863000+00:00,0xD6,00 01 00 D6 11 F9 00 58 28 CC,4601,10444,17.076923076923077,88,8.8,21.886,0.17076923076923076,0.7258574758575076
1056,1057,2026-09-15 08:33:35.883000+00:00,0xD6,00 01 00 D6 12 C6 00 52 28 F3,4806,10483,18.57692307692308,82,8.2,21.906,0.1857692307692308,0.7325783972125404
1057,1058,2026-09-15 08:33:35.904000+00:00,0xD6,00 01 00 D6 13 93 00 52 29 1A,5011,10522,20.07692307692308,82,8.2,21.927,0.2007692307692308,0.6800976800976555
1058,1059,2026-09-15 08:33:35.928000+00:00,0xD6,00 01 00 D6 14 60 00 50 29 42,5216,10562,21.615384615384617,80,8.0,21.951,0.21615384615384617,0.6800976800976528
1059,1060,2026-09-15 08:33:35.949000+00:00,0xD6,00 01 00 D6 15 2D 00 4F 29 69,5421,10601,23.115384615384617,79,7.9,21.972,0.23115384615384615,0.7006037440819952
1060,1061,2026-09-15 08:33:35.972000+00:00,0xD6,00 01 00 D6 15 FA 00 4D 29 92,5626,10642,24.692307692307693,77,7.7,21.995,0.24692307692307694,0.6161944426915933
1061,1062,2026-09-15 08:33:36.002000+00:00,0xD6,00 01 00 D6 16 C7 00 4B 29 BB,5831,10683,26.26923076923077,75,7.5,22.025,0.2626923076923077,4.8263403263400875
1062,1063,2026-09-15 08:33:36.005000+00:00,0xD6,00 01 00 D6 17 94 00 46 29 E4,6036,10724,27.846153846153847,70,7.0,22.028,0.2784615384615385,4.764102564102391
1063,1064,2026-09-15 08:33:36.030000+00:00,0xD6,00 01 00 D6 18 61 00 45 2A 0F,6241,10767,29.5,69,6.9,22.053,0.295,0.7300207039337065
1064,1065,2026-09-15 08:33:36.051000+00:00,0xD6,00 01 00 D6 19 2E 00 46 2A 3A,6446,10810,31.153846153846157,70,7.0,22.074,0.31153846153846154,0.7700632700632788
1065,1066,2026-09-15 08:33:36.073000+00:00,0xD6,00 01 00 D6 19 FB 00 42 2A 65,6651,10853,32.80769230769231,66,6.6,22.096,0.32807692307692304,0.8011988011988347
1066,1067,2026-09-15 08:33:36.093000+00:00,0xD6,00 01 00 D6 1A C8 00 3F 2A 91,6856,10897,34.5,63,6.3,22.116,0.345,0.8461538461538662
1067,1068,2026-09-15 08:33:36.113000+00:00,0xD6,00 01 00 D6 1B 95 00 3D 2A BD,7061,10941,36.19230769230769,61,6.1,22.136,0.36192307692307696,0.7820512820512837
1068,1069,2026-09-15 08:33:36.137000+00:00,0xD6,00 01 00 D6 1C 62 00 3D 2A E9,7266,10985,37.88461538461539,61,6.1,22.16,0.3788461538461539,0.7293223273796734
1069,1070,2026-09-15 08:33:36.160000+00:00,0xD6,00 01 00 D6 1D 2F 00 3C 2B 16,7471,11030,39.61538461538461,60,6.0,22.183,0.39615384615384613,0.654270685566968
1070,1071,2026-09-15 08:33:36.194000+00:00,0xD6,00 01 00 D6 1D FD 00 38 2B 43,7677,11075,41.34615384615385,56,5.6,22.217,0.4134615384615385,5.34272960743526
1071,1072,2026-09-15 08:33:36.197000+00:00,0xD6,00 01 00 D6 1E CA 00 35 2B 70,7882,11120,43.07692307692308,53,5.3,22.22,0.4307692307692308,4.807692307692138
1072,1073,2026-09-15 08:33:36.206000+00:00,0xD6,00 01 00 D6 1F 97 00 33 2B 9D,8087,11165,44.80769230769231,51,5.1,22.229,0.44807692307692304,1.6401068136789716
1073,1074,2026-09-15 08:33:36.244000+00:00,0xD6,00 01 00 D6 20 64 00 32 2B C9,8292,11209,46.5,50,5.0,22.267,0.465,0.7422402159243582
1074,1075,2026-09-15 08:33:36.263000+00:00,0xD6,00 01 00 D6 21 31 00 30 2B F5,8497,11253,48.19230769230769,48,4.8,22.286,0.48192307692307695,0.8603238866396623
1075,1076,2026-09-15 08:33:36.282000+00:00,0xD6,00 01 00 D6 21 FE 00 2C 2C 1E,8702,11294,49.76923076923077,44,4.4,22.305,0.49769230769230766,0.7634717383799714
1076,1077,2026-09-15 08:33:36.306000+00:00,0xD6,00 01 00 D6 22 CB 00 2B 2C 47,8907,11335,51.4,43,4.3,22.329,0.514,0.6564102564102328
1077,1078,2026-09-15 08:33:36.330000+00:00,0xD6,00 01 00 D6 23 98 00 29 2C 6D,9112,11373,52.92,41,4.1,22.353,0.5292,0.6612698412698776
1078,1079,2026-09-15 08:33:36.351000+00:00,0xD6,00 01 00 D6 24 65 00 25 2C 91,9317,11409,54.36,37,3.7,22.374,0.5436,0.6060846560847075
1079,1080,2026-09-15 08:33:36.378000+00:00,0xD6,00 01 00 D6 25 33 00 22 2C B3,9523,11443,55.72,34,3.4,22.401,0.5572,3.65037037037024
1080,1081,2026-09-15 08:33:36.381000+00:00,0xD6,00 01 00 D6 26 00 00 1E 2C D1,9728,11473,56.92,30,3.0,22.404,0.5692,3.639999999999844
1081,1082,2026-09-15 08:33:36.408000+00:00,0xD6,00 01 00 D6 26 CD 00 19 2C EC,9933,11500,58.0,25,2.5,22.431,0.58,0.399999999999995
1082,1083,2026-09-15 08:33:36.431000+00:00,0xD6,00 01 00 D6 27 9D 00 15 2D 03,10141,11523,58.92,21,2.1,22.454,0.5892000000000001,0.3701298701298672
1083,1084,2026-09-15 08:33:36.452000+00:00,0xD6,00 01 00 D6 28 6A 00 14 2D 15,10346,11541,59.64,20,2.0,22.475,0.5964,0.3047619047619108
1084,1085,2026-09-15 08:33:36.473000+00:00,0xD6,00 01 00 D6 29 37 00 12 2D 23,10551,11555,60.2,18,1.8,22.496,0.602,0.23410852713179686
1085,1086,2026-09-15 08:33:36.495000+00:00,0xD6,00 01 00 D6 2A 04 00 13 2D 2E,10756,11566,60.64,19,1.9,22.518,0.6064,1.3000000000007503
1086,1087,2026-09-15 08:33:36.497000+00:00,0xD6,00 01 00 D6 2A D1 00 11 2D 35,10961,11573,60.92,17,1.7,22.52,0.6092,1.3213235294125316
1087,1088,2026-09-15 08:33:36.529000+00:00,0xD6,00 01 00 D6 2B 9E 00 11 2D 3A,11166,11578,61.12,17,1.7,22.552,0.6112,0.05649209486166207
1088,1089,2026-09-15 08:33:36.552000+00:00,0xD6,00 01 00 D6 2C 6B 00 0F 2D 3D,11371,11581,61.24,15,1.5,22.575,0.6124,0.034857895727460786
1089,1090,2026-09-15 08:33:36.573000+00:00,0xD6,00 01 00 D6 2D 38 00 10 2D 3E,11576,11582,61.28,16,1.6,22.596,0.6128,0.009047619047617417
1090,1091,2026-09-15 08:33:36.592000+00:00,0xD6,00 01 00 D6 2E 05 00 11 2D 3E,11781,11582,61.28,17,1.7,22.615,0.6128,0.0
1091,1092,2026-09-15 08:33:36.613000+00:00,0xD6,00 01 00 D6 2E D2 00 12 2D 3E,11986,11582,61.28,18,1.8,22.636,0.6128,0.0
1092,1093,2026-09-15 08:33:36.635000+00:00,0xD6,00 01 00 D6 2F 9F 00 11 2D 3E,12191,11582,61.28,17,1.7,22.658,0.6128,-1.7763568394002505e-15
1093,1094,2026-09-15 08:33:36.656000+00:00,0xD6,00 01 00 D6 30 6C 00 0D 2D 3E,12396,11582,61.28,13,1.3,22.679,0.6128,0.0
1094,1095,2026-09-15 08:33:36.675000+00:00,0xD6,00 01 00 D6 31 39 00 02 2D 3E,12601,11582,61.28,2,0.2,22.698,0.6128,0.0
1095,1096,2026-09-15 08:33:36.698000+00:00,0xD6,00 01 00 D6 32 06 FF FB 2D 3E,12806,11582,61.28,-5,-0.5,22.721,0.6128,0.0
1096,1097,2026-09-15 08:33:36.726000+00:00,0xD6,00 01 00 D6 32 D3 FF FB 2D 3E,13011,11582,61.28,-5,-0.5,22.749,0.6128,0.0
1097,1098,2026-09-15 08:33:36.729000+00:00,0xD6,00 01 00 D6 33 A0 FF FC 2D 3E,13216,11582,61.28,-4,-0.4,22.752,0.6128,0.0012121212121196656
1098,1099,2026-09-15 08:33:36.759000+00:00,0xD6,00 01 00 D6 34 6D FF FC 2D 3F,13421,11583,61.32,-4,-0.4,22.782,0.6132,0.01669467787115053
1099,1100,2026-09-15 08:33:36.780000+00:00,0xD6,00 01 00 D6 35 3A FF FB 2D 40,13626,11584,61.36,-5,-0.5,22.803,0.6136,0.01904761904761898
1100,1101,2026-09-15 08:33:36.801000+00:00,0xD6,00 01 00 D6 36 07 FF FB 2D 41,13831,11585,61.4,-5,-0.5,22.824,0.614,0.01904761904761898
1101,1102,2026-09-15 08:33:36.822000+00:00,0xD6,00 01 00 D6 36 D5 FF FC 2D 42,14037,11586,61.44,-4,-0.4,22.845,0.6144,0.009745293466226101
1102,1103,2026-09-15 08:33:36.844000+00:00,0xD6,00 01 00 D6 37 A2 FF FD 2D 42,14242,11586,61.44,-3,-0.3,22.867,0.6144,0.0
1103,1104,2026-09-15 08:33:36.868000+00:00,0xD6,00 01 00 D6 38 6F FF FC 2D 42,14447,11586,61.44,-4,-0.4,22.891,0.6144,0.0
1104,1105,2026-09-15 08:33:36.890000+00:00,0xD6,00 01 00 D6 39 3C FF FC 2D 42,14652,11586,61.44,-4,-0.4,22.913,0.6144,0.18333333333350765
1105,1106,2026-09-15 08:33:36.892000+00:00,0xD6,00 01 00 D6 3A 09 FF FC 2D 43,14857,11587,61.48,-4,-0.4,22.915,0.6148,0.18947368421064725
1106,1107,2026-09-15 08:33:36.928000+00:00,0xD6,00 01 00 D6 3A D7 FF FB 2D 43,15063,11587,61.48,-5,-0.5,22.951,0.6148,0.0
1107,1108,2026-09-15 08:33:36.950000+00:00,0xD6,00 01 00 D6 3B A4 FF FA 2D 43,15268,11587,61.48,-6,-0.6,22.973,0.6148,1.7763568394002505e-15
1108,1109,2026-09-15 08:33:36.971000+00:00,0xD6,00 01 00 D6 3C 71 FF FA 2D 43,15473,11587,61.48,-6,-0.6,22.994,0.6148,0.010243902439025732
1109,1110,2026-09-15 08:33:36.991000+00:00,0xD6,00 01 00 D6 3D 41 FF FC 2D 44,15681,11588,61.52,-4,-0.4,23.014,0.6152000000000001,0.001818181818237008
1110,1111,2026-09-15 08:33:36.993000+00:00,0xD6,00 01 00 D6 3E 0E FF FD 2D 44,15886,11588,61.52,-3,-0.3,23.016,0.6152000000000001,5.551115123125783e-14
1111,1112,2026-09-15 08:33:37.019000+00:00,0xD6,00 01 00 D6 3E DB FF FB 2D 44,16091,11588,61.52,-5,-0.5,23.042,0.6152000000000001,0.009228039041705216
1112,1113,2026-09-15 08:33:37.042000+00:00,0xD6,00 01 00 D6 3F A8 FF FA 2D 45,16296,11589,61.56,-6,-0.6,23.065,0.6156,0.00830039525691717
1113,1114,2026-09-15 08:33:37.063000+00:00,0xD6,00 01 00 D6 40 75 FF FC 2D 45,16501,11589,61.56,-4,-0.4,23.086,0.6156,-3.552713678800501e-15
1114,1115,2026-09-15 08:33:37.092000+00:00,0xD6,00 01 00 D6 41 42 FF FC 2D 45,16706,11589,61.56,-4,-0.4,23.115,0.6156,0.12083333333328028
1115,1116,2026-09-15 08:33:37.095000+00:00,0xD6,00 01 00 D6 42 0F FF FC 2D 46,16911,11590,61.6,-4,-0.4,23.118,0.616,0.11999999999997835
1116,1117,2026-09-15 08:33:37.122000+00:00,0xD6,00 01 00 D6 42 DC FF FC 2D 46,17116,11590,61.6,-4,-0.4,23.145,0.616,0.0
1117,1118,2026-09-15 08:33:37.144000+00:00,0xD6,00 01 00 D6 43 A9 FF FB 2D 46,17321,11590,61.6,-5,-0.5,23.167,0.616,-3.552713678800501e-15
1118,1119,2026-09-15 08:33:37.164000+00:00,0xD6,00 01 00 D6 44 76 FF FC 2D 46,17526,11590,61.6,-4,-0.4,23.187,0.616,0.0
1119,1120,2026-09-15 08:33:37.185000+00:00,0xD6,00 01 00 D6 45 43 FF FD 2D 46,17731,11590,61.6,-3,-0.3,23.208,0.616,0.0
1120,1121,2026-09-15 08:33:37.207000+00:00,0xD6,00 01 00 D6 46 10 FF FC 2D 46,17936,11590,61.6,-4,-0.4,23.23,0.616,0.008502415458940149
1121,1122,2026-09-15 08:33:37.230000+00:00,0xD6,00 01 00 D6 46 DD FF FC 2D 47,18141,11591,61.64,-4,-0.4,23.253,0.6164000000000001,0.00830039525691717
1122,1123,2026-09-15 08:33:37.251000+00:00,0xD6,00 01 00 D6 47 AA FF FB 2D 47,18346,11591,61.64,-5,-0.5,23.274,0.6164000000000001,0.0
1123,1124,2026-09-15 08:33:37.282000+00:00,0xD6,00 01 00 D6 48 77 FF FB 2D 47,18551,11591,61.64,-5,-0.5,23.305,0.6164000000000001,0.0
1124,1125,2026-09-15 08:33:37.285000+00:00,0xD6,00 01 00 D6 49 44 FF FC 2D 47,18756,11591,61.64,-4,-0.4,23.308,0.6164000000000001,0.0
1125,1126,2026-09-15 08:33:37.292000+00:00,0xD6,00 01 00 D6 4A 11 FF FE 2D 47,18961,11591,61.64,-2,-0.2,23.315,0.6164000000000001,-1.3322676295501878e-15
1126,1127,2026-09-15 08:33:37.330000+00:00,0xD6,00 01 00 D6 4A DE FF FC 2D 47,19166,11591,61.64,-4,-0.4,23.353,0.6164000000000001,0.0
1127,1128,2026-09-15 08:33:37.352000+00:00,0xD6,00 01 00 D6 4B AD FF FC 2D 47,19373,11591,61.64,-4,-0.4,23.375,0.6164000000000001,0.0
1128,1129,2026-09-15 08:33:37.375000+00:00,0xD6,00 01 00 D6 4C 7A FF FC 2D 47,19578,11591,61.64,-4,-0.4,23.398,0.6164000000000001,3.552713678800501e-15
1129,1130,2026-09-15 08:33:37.395000+00:00,0xD6,00 01 00 D6 4D 47 FF FB 2D 47,19783,11591,61.64,-5,-0.5,23.418,0.6164000000000001,0.0
1130,1131,2026-09-15 08:33:37.417000+00:00,0xD6,00 01 00 D6 4E 14 FF FB 2D 47,19988,11591,61.64,-5,-0.5,23.44,0.6164000000000001,0.0
1131,1132,2026-09-15 08:33:37.441000+00:00,0xD6,00 01 00 D6 4E E1 FF FD 2D 47,20193,11591,61.64,-3,-0.3,23.464,0.6164000000000001,-1.7763568394002505e-15
1132,1133,2026-09-15 08:33:37.470000+00:00,0xD6,00 01 00 D6 4F AE FF FB 2D 47,20398,11591,61.64,-5,-0.5,23.493,0.6164000000000001,-2.8033131371785203e-15
1133,1134,2026-09-15 08:33:37.841000+00:00,0xD6,00 01 00 D6 5F 74 FF FD 2D 47,24436,11591,61.64,-3,-0.3,23.864,0.6164000000000001,-3.552713678800501e-15
1134,1135,2026-09-15 08:33:37.864000+00:00,0xD6,00 01 00 D6 60 41 FF FB 2D 47,24641,11591,61.64,-5,-0.5,23.887,0.6164000000000001,0.00869565217391255
1135,1136,2026-09-15 08:33:37.887000+00:00,0xD6,00 01 00 D6 61 0E FF FD 2D 48,24846,11592,61.68,-3,-0.3,23.91,0.6168,0.009057971014490462
1136,1137,2026-09-15 08:33:37.912000+00:00,0xD6,00 01 00 D6 61 DB FF FA 2D 48,25051,11592,61.68,-6,-0.6,23.935,0.6168,0.0
1137,1138,2026-09-15 08:33:37.934000+00:00,0xD6,00 01 00 D6 62 A8 FF FC 2D 48,25256,11592,61.68,-4,-0.4,23.957,0.6168,1.7763568394002505e-15
1138,1139,2026-09-15 08:33:37.957000+00:00,0xD6,00 01 00 D6 63 75 FF FC 2D 48,25461,11592,61.68,-4,-0.4,23.98,0.6168,0.0
1139,1140,2026-09-15 08:33:37.979000+00:00,0xD6,00 01 00 D6 64 42 FF FA 2D 48,25666,11592,61.68,-6,-0.6,24.002,0.6168,0.0
1140,1141,2026-09-15 08:33:38.002000+00:00,0xD6,00 01 00 D6 65 0F FF FB 2D 48,25871,11592,61.68,-5,-0.5,24.025,0.6168,-1.7763568394002505e-15
1141,1142,2026-09-15 08:33:38.024000+00:00,0xD6,00 01 00 D6 65 DC FF FC 2D 48,26076,11592,61.68,-4,-0.4,24.047,0.6168,1.7763568394002505e-15
1142,1143,2026-09-15 08:33:38.047000+00:00,0xD6,00 01 00 D6 66 A9 FF FD 2D 48,26281,11592,61.68,-3,-0.3,24.07,0.6168,-3.552713678800501e-15
1143,1144,2026-09-15 08:33:38.078000+00:00,0xD6,00 01 00 D6 67 76 FF FD 2D 48,26486,11592,61.68,-3,-0.3,24.101,0.6168,1.7763568394002505e-15
1144,1145,2026-09-15 08:33:38.104000+00:00,0xD6,00 01 00 D6 68 43 FF FC 2D 48,26691,11592,61.68,-4,-0.4,24.127,0.6168,-5.684341886080802e-14
1145,1146,2026-09-15 08:33:38.106000+00:00,0xD6,00 01 00 D6 69 10 FF FD 2D 48,26896,11592,61.68,-3,-0.3,24.129,0.6168,-1.1102230246251565e-14
1146,1147,2026-09-15 08:33:38.133000+00:00,0xD6,00 01 00 D6 69 DD FF FC 2D 48,27101,11592,61.68,-4,-0.4,24.156,0.6168,-1.7763568394002505e-15
1147,1148,2026-09-15 08:33:38.158000+00:00,0xD6,00 01 00 D6 6A AA FF FB 2D 48,27306,11592,61.68,-5,-0.5,24.181,0.6168,1.7763568394002505e-15
1148,1149,2026-09-15 08:33:38.179000+00:00,0xD6,00 01 00 D6 6B 77 FF FC 2D 48,27511,11592,61.68,-4,-0.4,24.202,0.6168,5.684341886080802e-14
1149,1150,2026-09-15 08:33:38.181000+00:00,0xD6,00 01 00 D6 6C 44 FF F9 2D 48,27716,11592,61.68,-7,-0.7,24.204,0.6168,4.729550084903167e-14
1150,1151,2026-09-15 08:33:38.212000+00:00,0xD6,00 01 00 D6 6D 11 FF F8 2D 48,27921,11592,61.68,-8,-0.8,24.235,0.6168,-0.011355311355309539
1151,1152,2026-09-15 08:33:38.233000+00:00,0xD6,00 01 00 D6 6D DE FF F2 2D 47,28126,11591,61.64,-14,-1.4,24.256,0.6164000000000001,-0.011204481792713494
1152,1153,2026-09-15 08:33:38.263000+00:00,0xD6,00 01 00 D6 6E AB FF F0 2D 47,28331,11591,61.64,-16,-1.6,24.286,0.6164000000000001,-0.12121212121212466
1153,1154,2026-09-15 08:33:38.266000+00:00,0xD6,00 01 00 D6 70 39 FF EF 2D 46,28729,11590,61.6,-17,-1.7,24.289,0.616,-0.12043010752687566
1154,1155,2026-09-15 08:33:38.294000+00:00,0xD6,00 01 00 D6 71 07 FF EA 2D 46,28935,11590,61.6,-22,-2.2,24.317,0.616,-0.008974358974354502
1155,1156,2026-09-15 08:33:38.318000+00:00,0xD6,00 01 00 D6 71 D4 FF E8 2D 45,29140,11589,61.56,-24,-2.4,24.341,0.6156,-0.007777777777777217
1156,1157,2026-09-15 08:33:38.339000+00:00,0xD6,00 01 00 D6 72 A1 FF EA 2D 45,29345,11589,61.56,-22,-2.2,24.362,0.6156,1.7763568394002505e-15
1157,1158,2026-09-15 08:33:38.361000+00:00,0xD6,00 01 00 D6 73 6E FF E7 2D 45,29550,11589,61.56,-25,-2.5,24.384,0.6156,-0.00850241545893482
1158,1159,2026-09-15 08:33:38.384000+00:00,0xD6,00 01 00 D6 74 3B FF E7 2D 44,29755,11588,61.52,-25,-2.5,24.407,0.6152000000000001,-0.008088978766430444
