,packet,time,type,raw,field1,distanceRaw,distanceCm,angleRaw,angleDegrees,time_seconds,distanceM,velocity
1159,1160,2026-09-15 08:33:38.404000+00:00,0xD6,00 01 00 D6 75 08 FF E8 2D 44,29960,11588,61.52,-24,-2.4,24.427,0.6152000000000001,0.0
1160,1161,2026-09-15 08:33:38.424000+00:00,0xD6,00 01 00 D6 75 D5 FF E9 2D 44,30165,11588,61.52,-23,-2.3,24.447,0.6152000000000001,0.0
1161,1162,2026-09-15 08:33:38.457000+00:00,0xD6,00 01 00 D6 76 A2 FF E7 2D 44,30370,11588,61.52,-25,-2.5,24.48,0.6152000000000001,-2.842170943040401e-14
1162,1163,2026-09-15 08:33:38.460000+00:00,0xD6,00 01 00 D6 77 6F FF EA 2D 44,30575,11588,61.52,-22,-2.2,24.483,0.6152000000000001,-6.217248937900877e-15
1163,1164,2026-09-15 08:33:38.487000+00:00,0xD6,00 01 00 D6 78 3C FF E8 2D 44,30780,11588,61.52,-24,-2.4,24.51,0.6152000000000001,1.7763568394002505e-15
1164,1165,2026-09-15 08:33:38.509000+00:00,0xD6,00 01 00 D6 79 09 FF E7 2D 44,30985,11588,61.52,-25,-2.5,24.532,0.6152000000000001,0.0
1165,1166,2026-09-15 08:33:38.534000+00:00,0xD6,00 01 00 D6 79 D6 FF E7 2D 44,31190,11588,61.52,-25,-2.5,24.557,0.6152000000000001,-1.7763568394002505e-15
1166,1167,2026-09-15 08:33:38.556000+00:00,0xD6,00 01 00 D6 7A A3 FF E5 2D 44,31395,11588,61.52,-27,-2.7,24.579,0.6152000000000001,-0.009745293466224325
1167,1168,2026-09-15 08:33:38.577000+00:00,0xD6,00 01 00 D6 7B 70 FF E5 2D 43,31600,11587,61.48,-27,-2.7,24.6,0.6148,-0.010158730158730478
1168,1169,2026-09-15 08:33:38.601000+00:00,0xD6,00 01 00 D6 7C 3D FF E7 2D 43,31805,11587,61.48,-25,-2.5,24.624,0.6148,-1.7763568394002505e-15
1169,1170,2026-09-15 08:33:38.627000+00:00,0xD6,00 01 00 D6 7D 0A FF E7 2D 43,32010,11587,61.48,-25,-2.5,24.65,0.6148,1.7763568394002505e-15
1170,1171,2026-09-15 08:33:38.656000+00:00,0xD6,00 01 00 D6 7D D7 FF E7 2D 43,32215,11587,61.48,-25,-2.5,24.679,0.6148,0.0
1171,1172,2026-09-15 08:33:38.676000+00:00,0xD6,00 01 00 D6 7E A4 FF E7 2D 43,32420,11587,61.48,-25,-2.5,24.699,0.6148,5.684341886080802e-14
1172,1173,2026-09-15 08:33:38.678000+00:00,0xD6,00 01 00 D6 7F 71 FF E5 2D 43,32625,11587,61.48,-27,-2.7,24.701,0.6148,-2.6645352591003757e-14
1173,1174,2026-09-15 08:33:38.704000+00:00,0xD6,00 01 00 D6 80 3E FF E7 2D 43,32830,11587,61.48,-25,-2.5,24.727,0.6148,0.0
1174,1175,2026-09-15 08:33:38.726000+00:00,0xD6,00 01 00 D6 81 0B FF E6 2D 43,33035,11587,61.48,-26,-2.6,24.749,0.6148,1.7763568394002505e-15
1175,1176,2026-09-15 08:33:38.747000+00:00,0xD6,00 01 00 D6 81 D8 FF E7 2D 43,33240,11587,61.48,-25,-2.5,24.77,0.6148,-1.7763568394002505e-15
1176,1177,2026-09-15 08:33:38.772000+00:00,0xD6,00 01 00 D6 82 A5 FF E8 2D 43,33445,11587,61.48,-24,-2.4,24.795,0.6148,0.0
1177,1178,2026-09-15 08:33:38.793000+00:00,0xD6,00 01 00 D6 83 72 FF E7 2D 43,33650,11587,61.48,-25,-2.5,24.816,0.6148,7.105427357601002e-15
1178,1179,2026-09-15 08:33:38.801000+00:00,0xD6,00 01 00 D6 84 3F FF E7 2D 43,33855,11587,61.48,-25,-2.5,24.824,0.6148,-1.7763568394002505e-15
1179,1180,2026-09-15 08:33:38.830000+00:00,0xD6,00 01 00 D6 85 0C FF E6 2D 43,34060,11587,61.48,-26,-2.6,24.853,0.6148,-9.992007221626409e-16
1180,1181,2026-09-15 08:33:38.967000+00:00,0xD6,00 01 00 D6 8B 78 FF E6 2D 43,35704,11587,61.48,-26,-2.6,24.99,0.6148,0.0
1181,1182,2026-09-15 08:33:38.995000+00:00,0xD6,00 01 00 D6 8C 45 FF E6 2D 43,35909,11587,61.48,-26,-2.6,25.018,0.6148,1.7763568394002505e-15
1182,1183,2026-09-15 08:33:39.021000+00:00,0xD6,00 01 00 D6 8D 12 FF E7 2D 43,36114,11587,61.48,-25,-2.5,25.044,0.6148,0.008156862745099858
1183,1184,2026-09-15 08:33:39.046000+00:00,0xD6,00 01 00 D6 8D E0 FF E5 2D 44,36320,11588,61.52,-27,-2.7,25.069,0.6152000000000001,0.008307692307694126
1184,1185,2026-09-15 08:33:39.073000+00:00,0xD6,00 01 00 D6 8E AD FF E6 2D 44,36525,11588,61.52,-26,-2.6,25.096,0.6152000000000001,1.7763568394002505e-15
1185,1186,2026-09-15 08:33:39.095000+00:00,0xD6,00 01 00 D6 8F 7A FF E7 2D 44,36730,11588,61.52,-25,-2.5,25.118,0.6152000000000001,3.552713678800501e-15
1186,1187,2026-09-15 08:33:39.115000+00:00,0xD6,00 01 00 D6 90 47 FF E7 2D 44,36935,11588,61.52,-25,-2.5,25.138,0.6152000000000001,-2.6645352591003757e-15
1187,1188,2026-09-15 08:33:39.146000+00:00,0xD6,00 01 00 D6 91 14 FF E7 2D 44,37140,11588,61.52,-25,-2.5,25.169,0.6152000000000001,0.0
1188,1189,2026-09-15 08:33:39.150000+00:00,0xD6,00 01 00 D6 91 E2 FF E7 2D 44,37346,11588,61.52,-25,-2.5,25.173,0.6152000000000001,-7.105427357601002e-15
1189,1190,2026-09-15 08:33:39.159000+00:00,0xD6,00 01 00 D6 92 AF FF E7 2D 44,37551,11588,61.52,-25,-2.5,25.182,0.6152000000000001,-3.552713678800501e-15
1190,1191,2026-09-15 08:33:39.201000+00:00,0xD6,00 01 00 D6 93 7C FF E7 2D 44,37756,11588,61.52,-25,-2.5,25.224,0.6152000000000001,0.0
1191,1192,2026-09-15 08:33:39.222000+00:00,0xD6,00 01 00 D6 94 4D FF E7 2D 44,37965,11588,61.52,-25,-2.5,25.245,0.6152000000000001,-0.00830039525691717
1192,1193,2026-09-15 08:33:39.245000+00:00,0xD6,00 01 00 D6 95 1A FF E7 2D 43,38170,11587,61.48,-25,-2.5,25.268,0.6148,-0.008502415458940149
1193,1194,2026-09-15 08:33:39.267000+00:00,0xD6,00 01 00 D6 95 E7 FF E6 2D 43,38375,11587,61.48,-26,-2.6,25.29,0.6148,-0.0074893617021274395
1194,1195,2026-09-15 08:33:39.292000+00:00,0xD6,00 01 00 D6 96 B4 FF E7 2D 42,38580,11586,61.44,-25,-2.5,25.315,0.6144,-0.0011851851851361062
1195,1196,2026-09-15 08:33:39.294000+00:00,0xD6,00 01 00 D6 97 81 FF E8 2D 42,38785,11586,61.44,-24,-2.4,25.317,0.6144,-1.8207657603852567e-14
1196,1197,2026-09-15 08:33:39.332000+00:00,0xD6,00 01 00 D6 98 4E FF E6 2D 42,38990,11586,61.44,-26,-2.6,25.355,0.6144,-0.008225108225108357
1197,1198,2026-09-15 08:33:39.360000+00:00,0xD6,00 01 00 D6 99 1B FF E5 2D 41,39195,11585,61.4,-27,-2.7,25.383,0.614,-0.006738544474393038
1198,1199,2026-09-15 08:33:39.385000+00:00,0xD6,00 01 00 D6 99 E8 FF E6 2D 41,39400,11585,61.4,-26,-2.6,25.408,0.614,-0.1851851851852757
1199,1200,2026-09-15 08:33:39.387000+00:00,0xD6,00 01 00 D6 9A B9 FF E7 2D 40,39609,11584,61.36,-25,-2.5,25.41,0.6136,-0.1875000000001068
1200,1201,2026-09-15 08:33:39.417000+00:00,0xD6,00 01 00 D6 9B 86 FF E9 2D 40,39814,11584,61.36,-23,-2.3,25.44,0.6136,0.0
1201,1202,2026-09-15 08:33:39.441000+00:00,0xD6,00 01 00 D6 9C 53 FF E8 2D 40,40019,11584,61.36,-24,-2.4,25.464,0.6136,-0.18461538461514237
1202,1203,2026-09-15 08:33:39.443000+00:00,0xD6,00 01 00 D6 9D 20 FF E6 2D 3F,40224,11583,61.32,-26,-2.6,25.466,0.6132,-0.1882352941174299
1203,1204,2026-09-15 08:33:39.475000+00:00,0xD6,00 01 00 D6 9D ED FF E6 2D 3F,40429,11583,61.32,-26,-2.6,25.498,0.6132,-0.00848806366047583
1204,1205,2026-09-15 08:33:39.501000+00:00,0xD6,00 01 00 D6 9E BB FF E5 2D 3E,40635,11582,61.28,-27,-2.7,25.524,0.6128,-0.0010989010988851078
1205,1206,2026-09-15 08:33:39.503000+00:00,0xD6,00 01 00 D6 9F 88 FF E6 2D 3E,40840,11582,61.28,-26,-2.6,25.526,0.6128,7.027711745877241e-14
1206,1207,2026-09-15 08:33:39.542000+00:00,0xD6,00 01 00 D6 A0 55 FF E7 2D 3E,41045,11582,61.28,-25,-2.5,25.565,0.6128,0.0
1207,1208,2026-09-15 08:33:39.565000+00:00,0xD6,00 01 00 D6 A1 26 FF E7 2D 3E,41254,11582,61.28,-25,-2.5,25.588,0.6128,-5.684341886080802e-14
1208,1209,2026-09-15 08:33:39.567000+00:00,0xD6,00 01 00 D6 A1 F3 FF E7 2D 3E,41459,11582,61.28,-25,-2.5,25.59,0.6128,-6.217248937900877e-15
1209,1210,2026-09-15 08:33:39.596000+00:00,0xD6,00 01 00 D6 A2 C0 FF E7 2D 3E,41664,11582,61.28,-25,-2.5,25.619,0.6128,1.7763568394002505e-15
1210,1211,2026-09-15 08:33:39.618000+00:00,0xD6,00 01 00 D6 A3 8D FF E5 2D 3E,41869,11582,61.28,-27,-2.7,25.641,0.6128,0.0
1211,1212,2026-09-15 08:33:39.620000+00:00,0xD6,00 01 00 D6 A4 5A FF E6 2D 3E,42074,11582,61.28,-26,-2.6,25.643,0.6128,4.241051954068098e-14
1212,1213,2026-09-15 08:33:39.649000+00:00,0xD6,00 01 00 D6 A5 27 FF E7 2D 3E,42279,11582,61.28,-25,-2.5,25.672,0.6128,0.0
1213,1214,2026-09-15 08:33:39.672000+00:00,0xD6,00 01 00 D6 A5 F4 FF E8 2D 3E,42484,11582,61.28,-24,-2.4,25.695,0.6128,-1.7763568394002505e-15
1214,1215,2026-09-15 08:33:39.702000+00:00,0xD6,00 01 00 D6 A6 C1 FF E7 2D 3E,42689,11582,61.28,-25,-2.5,25.725,0.6128,0.0
1215,1216,2026-09-15 08:33:39.730000+00:00,0xD6,00 01 00 D6 A7 8E FF E6 2D 3E,42894,11582,61.28,-26,-2.6,25.753,0.6128,0.0
1216,1217,2026-09-15 08:33:39.732000+00:00,0xD6,00 01 00 D6 A8 5B FF E7 2D 3E,43099,11582,61.28,-25,-2.5,25.755,0.6128,-1.9539925233402755e-14
1217,1218,2026-09-15 08:33:39.760000+00:00,0xD6,00 01 00 D6 A9 28 FF E5 2D 3E,43304,11582,61.28,-27,-2.7,25.783,0.6128,0.0
1218,1219,2026-09-15 08:33:39.784000+00:00,0xD6,00 01 00 D6 A9 F5 FF E8 2D 3E,43509,11582,61.28,-24,-2.4,25.807,0.6128,0.0
1219,1220,2026-09-15 08:33:39.786000+00:00,0xD6,00 01 00 D6 AA C2 FF E7 2D 3E,43714,11582,61.28,-25,-2.5,25.809,0.6128,4.241051954068098e-14
1220,1221,2026-09-15 08:33:39.815000+00:00,0xD6,00 01 00 D6 AB 8F FF E7 2D 3E,43919,11582,61.28,-25,-2.5,25.838,0.6128,0.0
1221,1222,2026-09-15 08:33:39.842000+00:00,0xD6,00 01 00 D6 AC 5C FF E6 2D 3E,44124,11582,61.28,-26,-2.6,25.865,0.6128,0.0
1222,1223,2026-09-15 08:33:39.868000+00:00,0xD6,00 01 00 D6 AD 29 FF E7 2D 3E,44329,11582,61.28,-25,-2.5,25.891,0.6128,0.0
1223,1224,2026-09-15 08:33:39.897000+00:00,0xD6,00 01 00 D6 AD F7 FF E9 2D 3E,44535,11582,61.28,-23,-2.3,25.92,0.6128,0.0
