,t,acc
2722,25.83123076923084,14.470452
2723,25.840846153846087,14.354469
2724,25.85046153846133,14.280898
2725,25.86007692307703,14.27837
2726,25.86969230769228,14.134726
2727,25.87930769230797,13.891083
2728,25.88799999999992,13.61924
2729,25.89761538461562,13.490872
2730,25.907230769230864,13.364331
2731,25.91684615384611,13.182501
2732,25.9264615384609,13.023119
2733,25.936076923077053,12.749983
2734,25.945692307692298,12.585887
2735,25.955307692308,12.440977
2736,25.96499999999969,12.173037
2737,25.974615384614932,11.792023
2738,25.984230769230635,11.718419
2739,25.99384615384588,11.611008
2740,26.003461538461124,11.560064
2741,26.013076923076824,11.347226
2742,26.02269230769207,11.201866
2743,26.032307692307317,11.129307
2744,26.039999999999964,11.086448
2745,26.049615384615663,10.978909
2746,26.059230769230908,10.818485
2747,26.068846153846152,10.664925
2748,26.078461538460942,10.454617
2749,26.088076923077097,10.296678
2750,26.09769230769234,10.201096
2751,26.10730769230804,10.072572
2752,26.115999999999985,9.945881
2753,26.125615384615685,9.863718
2754,26.13523076923093,9.6854105
2755,26.14484615384617,9.509294
2756,26.154461538460964,9.327145
2757,26.16407692307712,9.249595
2758,26.173692307692363,9.2116585
2759,26.183307692308063,9.131898
2760,26.192000000000007,8.987918
2761,26.201615384615707,8.953562
2762,26.21123076923095,8.967473
2763,26.2208461538462,8.937356
2764,26.230461538460982,8.770822
2765,26.240076923076685,8.751087
2766,26.249692307692385,8.575731
2767,26.259307692308084,8.328252
2768,26.26800000000003,7.9955897
2769,26.27761538461573,7.879605
2770,26.287230769230973,7.697303
2771,26.296846153846214,7.5275006
2772,26.306461538461463,7.401873
2773,26.31607692307716,7.169212
2774,26.325692307692407,7.0574784
2775,26.335307692308103,6.994282
2776,26.34400000000005,6.934312
2777,26.353615384615296,6.7615566
2778,26.363230769230995,6.6486588
2779,26.37284615384624,6.521498
2780,26.382461538461484,6.4494925
2781,26.392076923077184,6.37314
2782,26.40169230769243,6.29918
2783,26.411307692308128,6.271655
2784,26.420000000000076,6.251658
2785,26.42961538461532,6.198261
2786,26.439230769231017,5.9813895
2787,26.44884615384626,5.8567667
2788,26.458461538461503,5.756211
2789,26.46807692307721,5.696557
2790,26.47769230769245,5.6378345
2791,26.48730769230769,5.4259834
2792,26.49600000000009,5.3458414
2793,26.50561538461534,5.1605015
2794,26.51523076923104,4.971158
2795,26.524846153846283,4.6389666
2796,26.534461538461528,4.4865246
2797,26.544076923077228,4.373479
2798,26.553692307692927,4.2095947
2799,26.56330769230772,3.9444063
2800,26.57200000000012,3.9444594
2801,26.58161538461536,3.9245284
2802,26.59123076923106,3.9767923
2803,26.600846153846305,4.0261545
2804,26.61046153846155,4.131124
2805,26.62007692307725,4.2735734
2806,26.62969230769249,4.576248
2807,26.63930769230774,4.606482
2808,26.64699999999993,4.6132383
2809,26.656615384615638,4.7264175
2810,26.66623076923088,4.851816
2811,26.675846153846123,4.9995136
2812,26.685461538460917,5.026411
2813,26.695076923077067,5.061144
2814,26.704692307692312,5.136737
2815,26.71430769230801,5.267929
2816,26.72299999999996,5.2689342
2817,26.732615384615656,5.336419
2818,26.7422307692309,5.452097
